Identificador,Provincia,Municipio,Zona,Tipo,Precio,Dimensión,Habitaciones,Lavabos,Planta,Ascensor,Parking,Estado,Calefacción,Agua caliente,Antigüedad,Orientación,Amueblado,Consumo,Emisiones,Vendedor,Imagen
159717059,huesca,Sahún,Sahún,Casa o chalet,76800 ,92 ,2 ,2 ,,SI,Privado,Muy bien,Electricidad,Butano,20 a 30 años,Norte,Sí,G,G,OUTLETDEVIVIENDAS,SI
150982613,huesca,Monzón,Monzón,Piso,19300 ,59 ,2 ,2 ,,SI,Privado,Muy bien,Electricidad,Butano,20 a 30 años,Norte,Sí,E,B,ABANCA,SI
158673981,huesca, Barbastro, Barbastro,Casa o chalet,200000 ,170 ,4 ,2 ,,SI,Privado,A reformar,Electricidad,Butano,70 a 100 años,Sur,Sí,G,G,FINCAS RUIZ ZARAGOZA,SI
159760867,huesca, Huesca Capital, Perpetuo Socorro,Piso,71000 ,71 ,4 ,2 ,,SI,Privado,A reformar,Electricidad,Butano,70 a 100 años,Sur,Sí,G,G,ALTAMIRA,SI
160232831,huesca, Sariñena, Sariñena,Piso,76600 ,127 ,4 ,2 ,,SI,Privado,A reformar,Electricidad,Butano,30 a 50 años,Sur,Sí,G,G,FINCAS RUIZ ZARAGOZA,SI
154761855,huesca,Villanova,Villanova,Dúplex,126000 ,72 ,3 ,2 ,,SI,Privado,Muy bien,Electricidad,Butano,30 a 50 años,Sur,Sí,G,G,INNOVA-LM,SI
160425967,huesca,Barbastro,Barbastro,Piso,30500 ,75 ,3 ,2 ,,SI,Privado,Muy bien,Electricidad,Butano,30 a 50 años,Sur,Sí,G,G,Profesional,SI
160173004,huesca,Sabiñánigo,Sabiñánigo Centro - Aurín,Piso,59700 ,80 ,3 ,2 ,,SI,Privado,Muy bien,Electricidad,Butano,30 a 50 años,Sur,Sí,G,G,Profesional,SI
159689613,huesca,Bielsa,Bielsa,Piso,72800 ,46 ,3 ,2 ,,SI,Privado,Muy bien,Electricidad,Butano,30 a 50 años,Sur,Sí,G,G,Profesional,SI
159688816,huesca,Bielsa,Bielsa,Piso,72500 ,46 ,,,,,,,,,,,,G,G,Profesional,SI
160474150,huesca,Santa Cilia,Santa Cilia de Jaca,Casa adosada,214520 ,240 ,3 ,3 ,,,Privado,,,,5 a 10 años,,,G,G,DON PISO JACA,SI
161700972,huesca, Sabiñánigo, Sabiñánigo Centro - Aurín,Piso,70000 ,76 ,3 ,3 ,,SI,Privado,Muy bien,,,30 a 50 años,Noroeste,Sí,E,E,Particular: Anuncio Particular,SI
158175188,huesca, Ayerbe, Ayerbe,Piso,76650 ,110 ,5 ,3 ,,SI,Privado,Muy bien,,,30 a 50 años,Noroeste,Sí,G,G,FINCAS RUIZ ZARAGOZA,SI
159636904,huesca, Huesca Capital,Santo Domingo y San Martín,Piso,77000 ,122 ,4 ,3 ,,SI,Privado,Muy bien,,,30 a 50 años,Noroeste,Sí,G,G,OUTLETDEVIVIENDAS,SI
156997147,huesca,Santa Cilia,Santa Cilia,Casa o chalet,109100 ,156 ,3 ,2 ,,SI,Privado,Muy bien,,,30 a 50 años,Noroeste,Sí,G,G,OUTLETDEVIVIENDAS,SI
160807380,huesca, Sallent de Gállego, Sallent de Gállego,Piso,187000 ,75 ,3 ,2 ,,SI,Privado,Casi nuevo,,,30 a 50 años,Noroeste,Sí,G,G,INNOVA-LM,SI
156389608,huesca, Alcalá del Obispo, Alcalá del Obispo,Finca rústica,150000 ,350 ,5 ,2 ,,SI,Privado,Casi nuevo,,,30 a 50 años,Noroeste,Sí,G,G,FINCAS RUIZ ZARAGOZA,SI
160413342,huesca, Benasque, Benasque,Piso,248500 ,69 ,2 ,2 ,,SI,Comunitario,Muy bien,,,30 a 50 años,Noroeste,Sí,G,G,INNOVA-LM,SI
160800546,huesca, La Puebla de Castro, La Puebla de Castro,Casa o chalet,100000 ,148 ,6 ,2 ,,SI,Comunitario,Muy bien,,,30 a 50 años,Noroeste,Sí,E,G,SOLVIA SERVICIOS INMOBILIARIOS S.L.,SI
160800447,huesca, El Grado, El Grado,Piso,60700 ,40 ,3 ,2 ,,SI,Comunitario,Muy bien,,,30 a 50 años,Noroeste,Sí,E,G,SOLVIA SERVICIOS INMOBILIARIOS S.L.,SI
160800514,huesca, Gurrea de Gállego, Gurrea de Gállego,Casa o chalet,72100 ,557 ,3 ,2 ,,SI,Comunitario,Muy bien,,,30 a 50 años,Noroeste,Sí,F,G,SOLVIA SERVICIOS INMOBILIARIOS S.L.,SI
161495090,huesca, Sena, Sena,Casa o chalet,63000 ,195 ,3 ,2 ,,SI,Privado,Muy bien,,,+ 100 años,Noroeste,Sí,G,G,FINCAS RUIZ ZARAGOZA,SI
144718451,huesca,Arén,Arén,Piso,134700 ,137 ,4 ,3 ,,SI,Privado,Casi nuevo,Gasóleo,,+ 100 años,Noroeste,Sí,G,G,INNOVA-LM,SI
154876066,huesca, Aisa, Aisa,Apartamento,69000 ,40 ,4 ,3 ,,SI,Privado,Muy bien,Gasóleo,Gasóleo,+ 100 años,Sur,Sí,D,D,Particular: Maria Jesus,SI
158154529,huesca, Puente la Reina de Jaca, Puente la Reina de Jaca,Apartamento,99500 ,68 ,2 ,3 ,,SI,Privado,Muy bien,Gasóleo,Gasóleo,+ 100 años,Sur,Sí,G,G,INNOVA-LM,SI
160993892,huesca, Isábena, Isábena,Casa adosada,115000 ,90 ,2 ,3 ,,SI,Privado,Bien,Electricidad,Electricidad,10 a 20 años,Sureste,Sí,G,G,CIZ INMOBILIARIA,SI
161430637,huesca, Sallent de Gállego, Sallent de Gállego,Piso,167500 ,72 ,2 ,3 ,,SI,Privado,Bien,Electricidad,Electricidad,10 a 20 años,Sureste,Sí,G,G,INNOVA-LM,SI
160124515,huesca, Jaca, Casco Antiguo - Ciudadela,Ático,179900 ,80 ,3 ,2 ,,SI,Comunitario,Muy bien,Gas Natural,Electricidad,10 a 20 años,Sureste,Sí,G,G,INNOVA-LM,SI
145147743,huesca,Monzón,Monzón,Piso,20400 ,65 ,2 ,2 ,,SI,Comunitario,Muy bien,Gas Natural,Electricidad,10 a 20 años,Sureste,Sí,E,A,ABANCA,SI
154341154,huesca, Labuerda, Labuerda,Dúplex,118000 ,75 ,2 ,2 ,,SI,Privado,Muy bien,Gas Natural,Electricidad,10 a 20 años,Sureste,Sí,G,G,INNOVA-LM,SI
161636046,huesca, Jaca, Tejería - Rapitán,Piso,250000 ,130 ,4 ,2 ,,SI,Privado,Casi nuevo,Gas Natural,Electricidad,5 a 10 años,Sureste,Sí,A,A,Particular: Anuncio Particular,SI
161633752,huesca,Bierge,Bierge,Casa o chalet,650000 ,11000  terreno,8 ,9 ,,SI,Privado,Casi nuevo,Gas Natural,Electricidad,10 a 20 años,Suroeste,Sí,A,A,Particular: marisol,SI
161548165,huesca, Sabiñánigo, La Guarguera,Finca rústica,410000 ,610 ,8 ,7 ,,SI,Privado,Muy bien,Gas Natural,Electricidad,70 a 100 años,Este,Sí,G,G,Housell,SI
161496437,huesca,Isábena,Isábena,Casa adosada,115000 ,120 ,2 ,2 ,,SI,Privado,Muy bien,Gas Natural,Electricidad,70 a 100 años,Este,Sí,E,E,FINQUES PRATS,SI
158806606,huesca, Ayerbe, Ayerbe,Piso,76650 ,110 ,2 ,2 ,,SI,Privado,Muy bien,Gas Natural,Electricidad,30 a 50 años,Este,Sí,G,G,GTI ZARAGOZA,SI
143465844,huesca,Boltaña,Boltaña,Piso,84500 ,100 ,4 ,2 ,,SI,Comunitario,Casi nuevo,Gas Natural,Electricidad,30 a 50 años,Este,Sí,G,G,INNOVA-LM,SI
159788297,huesca, Jaca, Poblaciones sur,Casa adosada,99000 ,84 ,2 ,2 ,,SI,Privado,Casi nuevo,Gas Natural,Electricidad,30 a 50 años,Este,Sí,G,G,BIDX1 ESPAÑA,SI
158443456,huesca, Monzón, Monzón,Piso,40000 ,58 ,2 ,2 ,,SI,Privado,Casi nuevo,Gas Natural,Electricidad,30 a 50 años,Este,Sí,G,G,FINCAS RUIZ ZARAGOZA,SI
160890080,huesca, Gurrea de Gállego, Gurrea de Gállego,Casa o chalet,59000 ,104 ,2 ,2 ,,SI,Privado,Casi nuevo,Gas Natural,Electricidad,30 a 50 años,Este,Sí,G,G,GTI ZARAGOZA,SI
154263369,huesca, Sabiñánigo, Sabiñánigo Centro - Aurín,Apartamento,54000 ,55 ,2 ,,,SI,,,Gas Natural,,,,Sí,G,G,INNOVA-LM,SI
161360790,huesca,Valle de Hecho,Valle de Hecho,Casa o chalet,365000 ,325 ,4 ,4 ,,SI,Privado,,Gas Natural,,20 a 30 años,,Sí,G,G,CIDENAR,SI
161576494,huesca, Jaca, Casco Antiguo - Ciudadela,Apartamento,60000 ,53 ,3 ,4 ,,SI,Privado,A reformar,Electricidad,Electricidad,+ 100 años,Sur,Sí,G,G,FINCAS JACA,SI
161076402,huesca, Aisa, Aisa,Apartamento,119000 ,63 ,2 ,4 ,,SI,Privado,Casi nuevo,Gasóleo,Gasóleo,30 a 50 años,Sur,Sí,G,G,FINCAS JACA,SI
160529760,huesca, Sabiñánigo, Sabiñánigo Centro - Aurín,Ático,100000 ,66 ,2 ,4 ,,SI,Comunitario,Casi nuevo,Gas Natural,Gas Natural,10 a 20 años,Oeste,Sí,G,G,FINCAS JACA,SI
160121203,huesca, Villanúa, Villanúa,Piso,90000 ,50 ,2 ,4 ,,SI,Privado,Muy bien,Electricidad,Electricidad,30 a 50 años,Sur,Sí,G,G,FINCAS JACA,SI
148417488,huesca, Jaca, Poblaciones norte,Dúplex,177000 ,145 ,4 ,2 ,,SI,Privado,Casi nuevo,Gas Natural,Gas Natural,10 a 20 años,Sureste,Sí,G,G,FINCAS JACA,SI
148417527,huesca, Jaca, Casco Antiguo - Ciudadela,Piso,159000 ,121 ,3 ,2 ,,SI,Privado,Bien,Gasóleo,Gasóleo,30 a 50 años,Este,Sí,G,G,FINCAS JACA,SI
148417402,huesca, Canfranc, Canfranc,Casa adosada,238000 ,485 ,7 ,8 ,,SI,Privado,Bien,Gasóleo,Gasóleo,70 a 100 años,Sur,Sí,Exento,Exento,FINCAS JACA,SI
148417379,huesca, Aisa, Aisa,Finca rústica,131000 ,130 ,3 ,2 ,,SI,Privado,Bien,Gasóleo,Gasóleo,10 a 20 años,Sur,Sí,G,G,FINCAS JACA,SI
154008105,huesca, Jaca, Centro - Llano Samper,Dúplex,315000 ,132 ,4 ,3 ,,SI,Privado,Casi nuevo,Gas Natural,Gas Natural,10 a 20 años,Este,Sí,G,G,FINCAS JACA,SI
158028461,huesca, Jaca, Poblaciones sur,Casa o chalet,300000 ,190 ,4 ,3 ,,SI,Privado,Casi nuevo,Gas Natural,Gas Natural,10 a 20 años,Este,Sí,G,G,FINCAS JACA,SI
152053666,huesca, Aisa, Aisa,Casa o chalet,350000 ,251 ,4 ,2 ,,SI,Privado,Casi nuevo,Gasóleo,Gasóleo,20 a 30 años,Sur,Sí,G,G,FINCAS JACA,SI
153905400,huesca, Jaca, Universidad,Piso,176000 ,81 ,3 ,2 ,,SI,Privado,Muy bien,Gasóleo,Gasóleo,30 a 50 años,Este,Sí,G,G,FINCAS JACA,SI
150982443,huesca, Valle de Hecho, Valle de Hecho,Casa o chalet,136000 ,160 ,5 ,2 ,,SI,Privado,Bien,Gasóleo,Gasóleo,30 a 50 años,Sur,Sí,G,G,FINCAS JACA,SI
157299205,huesca, Jaca, Poblaciones sur,Casa o chalet,75000 ,179 ,5 ,2 ,,SI,Privado,Bien,Gasóleo,Gasóleo,30 a 50 años,Sur,Sí,G,G,INNOVA-LM,SI
161366462,huesca, Jaca, Casco Antiguo - Ciudadela,Casa o chalet,420000 ,1102 ,12 ,3 ,,SI,Privado,Bien,Gasóleo,Gasóleo,+ 100 años,Sur,Sí,Exento,Exento,JACETANIA 2000,SI
159821023,huesca, Sariñena, Sariñena,Casa o chalet,145000 ,198 ,4 ,3 ,,SI,Privado,Muy bien,Gasóleo,Gasóleo,50 a 70 años,Sur,Sí,G,G,FINCAS RUIZ ZARAGOZA,SI
153383772,huesca, Jaca, Casco Antiguo - Ciudadela,Piso,89900 ,70 ,3 ,3 ,,SI,Privado,Casi nuevo,Electricidad,Gasóleo,50 a 70 años,Sur,Sí,G,G,INNOVA-LM,SI
158245269,huesca, Grañén, Grañén,Casa o chalet,54900 ,243 ,3 ,3 ,,SI,Privado,Casi nuevo,Electricidad,Gasóleo,50 a 70 años,Sur,Sí,G,G,FINCAS RUIZ ZARAGOZA,SI
159991607,huesca, Puente la Reina de Jaca, Puente la Reina de Jaca,Casa o chalet,69000 ,148 ,3 ,3 ,,SI,Privado,Casi nuevo,Electricidad,Gasóleo,50 a 70 años,Sur,Sí,G,G,INNOVA-LM,SI
161696278,huesca, Sabiñánigo, Sardas - Puente de Sabiñánigo,Piso,110000 ,95 ,2 ,2 ,,SI,Privado,Casi nuevo,Electricidad,Gasóleo,10 a 20 años,Sur,Sí,A,A,GRUPO URBANO ANEL,SI
139761459,huesca,Lascuarre,Lascuarre,Casa o chalet,228000 ,310 ,5 ,3 ,,SI,Privado,Casi nuevo,Electricidad,Gasóleo,10 a 20 años,Sur,Sí,G,G,INNOVA-LM,SI
161696151,huesca, Jaca, Palacio de Hielo,Piso,197000 ,109 ,3 ,2 ,,SI,Privado,Casi nuevo,Propano,Propano,20 a 30 años,Sur,Sí,G,G,FINCAS JACA,SI
160766284,huesca, Castiello de Jaca, Castiello de Jaca,Casa o chalet,673000 ,290 ,3 ,2 ,,SI,Privado,Casi nuevo,Gas Natural,Propano,20 a 30 años,Sur,Sí,G,G,INNOVA-LM,SI
157481560,huesca, Jaca, Poblaciones sur,Casa o chalet,34500 ,194 ,4 ,3 ,,SI,Privado,Casi nuevo,Gas Natural,Propano,20 a 30 años,Sur,Sí,G,G,INNOVA-LM,SI
158335902,huesca, Alquézar, Alquézar,Piso,180000 ,95 ,2 ,3 ,,SI,Privado,Bien,Gas Natural,Propano,20 a 30 años,Sur,Sí,G,G,FINCAS RUIZ ZARAGOZA,SI
160609604,huesca, Sariñena, Sariñena,Casa o chalet,90000 ,112 ,3 ,3 ,,SI,Privado,Bien,Gas Natural,Propano,50 a 70 años,Sur,Sí,G,G,FINCAS RUIZ ZARAGOZA,SI
152079943,huesca,Graus,Graus,Piso,109500 ,85 ,3 ,2 ,,SI,Privado,Bien,Gas Natural,Propano,50 a 70 años,Sur,Sí,G,G,INNOVA-LM,SI
150327738,huesca,Graus,Graus,Piso,86500 ,110 ,4 ,2 ,,SI,Privado,Bien,Gas Natural,Propano,50 a 70 años,Sur,Sí,G,G,INNOVA-LM,SI
158459412,huesca, Sangarrén, Sangarrén,Finca rústica,45000 ,150 ,4 ,,,,,Bien,,,,,Sí,G,G,FINCAS RUIZ ZARAGOZA,SI
160776419,huesca, Sabiñánigo, Sardas - Puente de Sabiñánigo,Piso,70100 ,35 ,2 ,,,SI,,Muy bien,,,,,Sí,G,G,INNOVA-LM,SI
161627376,huesca, Isábena, Isábena,Casa o chalet,124500 ,214 ,4 ,,,SI,Privado,Muy bien,,,,,Sí,G,G,INNOVA-LM,SI
158542180,huesca, Huesca Capital, Los Olivos,Piso,155000 ,98 ,2 ,,,SI,Privado,Bien,,,5 a 10 años,Sur,Sí,G,G,FINCAS RUIZ ZARAGOZA,SI
161632306,huesca,Sabiñánigo,Sabiñánigo Centro - Aurín,Apartamento,67000 ,50 ,2 ,,,SI,Privado,Muy bien,,,10 a 20 años,Sureste,Sí,C,C,Particular: Anuncio Particular,SI
158353694,huesca, Graus, Graus,Piso,82000 ,110 ,4 ,2 ,,SI,Comunitario,Muy bien,,,10 a 20 años,Sureste,Sí,G,G,INNOVA-LM,SI
157854052,huesca,Bielsa,Bielsa,Piso,92400 ,55 ,2 ,2 ,,SI,Comunitario,Muy bien,,,10 a 20 años,Sureste,Sí,G,G,OUTLETDEVIVIENDAS,SI
156082530,huesca,Argavieso,Argavieso,Casa o chalet,135000 ,236 ,7 ,3 ,,SI,Privado,Muy bien,,,20 a 30 años,Sureste,Sí,G,G,Housell,SI
153247044,huesca, Jaca, Universidad,Piso,129200 ,120 ,5 ,2 ,,SI,Privado,Casi nuevo,Gas Natural,,20 a 30 años,Sureste,Sí,G,G,INNOVA-LM,SI
157041460,huesca,Barbastro,Barbastro,Piso,97000 ,109 ,3 ,2 ,,SI,Privado,Casi nuevo,Gas Natural,,20 a 30 años,Sureste,Sí,G,G,OUTLETDEVIVIENDAS,SI
156832350,huesca, Jaca, Casco Antiguo - Ciudadela,Piso,139000 ,91 ,3 ,2 ,,SI,Privado,Bien,Gas Natural,,30 a 50 años,Sur,Sí,G,G,FINCAS ARTAL,SI
150521283,huesca,Tardienta,Tardienta,Casa o chalet,124900 ,300 ,5 ,2 ,,SI,Privado,Bien,Gas Natural,,30 a 50 años,Sur,Sí,G,G,INNOVA-LM,SI
158972319,huesca, Monzón, Monzón,Piso,155000 ,144 ,3 ,2 ,,SI,Privado,Bien,Gas Natural,,10 a 20 años,Sur,Sí,G,G,FINCAS RUIZ ZARAGOZA,SI
160233800,huesca,Sabiñánigo,Sabiñánigo - Sabiñánigo Centro - Aurín,Piso,59000 ,65 ,2 ,2 ,,SI,Privado,Bien,Gas Natural,Gas Natural,10 a 20 años,Norte,Sí,G,G,INMOBILIARIA VALLES DEL PIRINEO,SI
161692400,huesca,Barbastro,Barbastro,Piso,64500 ,95 ,4 ,2 ,,SI,Privado,Bien,Gas Natural,Gas Natural,10 a 20 años,Norte,Sí,D,D,CASA INMO,SI
161692203,huesca,Monzón,Monzón,Piso,44000 ,55 ,2 ,2 ,,SI,Privado,Muy bien,Gas Natural,Gas Natural,10 a 20 años,Norte,Sí,C,C,CASA INMO,SI
161042586,huesca, Barbastro, Barbastro,Casa o chalet,59900 ,350 ,2 ,2 ,,SI,Privado,A reformar,Gas Natural,Gas Natural,10 a 20 años,Norte,Sí,G,G,CASA INMO,SI
159543623,huesca, Caldearenas, Caldearenas,Finca rústica,57000 ,72 ,2 ,2 ,,SI,Privado,A reformar,Gas Natural,Gas Natural,10 a 20 años,Sur,Sí,G,G,INNOVA-LM,SI
161691097,huesca, Sariñena, Sariñena,Piso,40000 ,61 ,2 ,2 ,,SI,Privado,A reformar,Gas Natural,Gas Natural,50 a 70 años,Sur,Sí,G,G,FINCAS RUIZ ZARAGOZA,SI
161051166,huesca,Sahún, España,Casa o chalet,180000 ,442 ,7 ,2 ,,SI,Privado,A reformar,Gas Natural,Gas Natural,50 a 70 años,Sur,Sí,G,G,FINCAS ANETO,SI
155426295,huesca,Bielsa,Sobrarbe,Piso,108000 ,71 ,2 ,2 ,,SI,Privado,A reformar,Gas Natural,Gas Natural,10 a 20 años,Sur,Sí,G,G,FINCAS AMY,SI
161689639,huesca, Tamarite de Litera, Tamarite de Litera,Piso,A consultar,90 ,3 ,2 ,,SI,Privado,Reformado,Gas Natural,Gas Natural,70 a 100 años,Sur,Sí,A,A,Particular: Anthony,SI
161689321,huesca,Alquézar,Alquézar,Piso,101000 ,58 ,2 ,2 ,,SI,Privado,Reformado,Gas Natural,Gas Natural,70 a 100 años,Sur,Sí,G,G,C3 INMOBILIARIA,SI
161689314,huesca,Alcampell,Alcampell,Finca rústica,64000 ,342 ,4 ,2 ,,SI,Privado,Reformado,Gas Natural,Gas Natural,70 a 100 años,Sur,Sí,G,G,C3 INMOBILIARIA,SI
161689311,huesca,Alquézar,Alquézar,Finca rústica,134000 ,150 ,3 ,2 ,,SI,Privado,Reformado,Gas Natural,Gas Natural,70 a 100 años,Sur,Sí,G,G,C3 INMOBILIARIA,SI
157909452,huesca, Canfranc, Canfranc,Piso,420000 ,156 ,4 ,2 ,,SI,Privado,Muy bien,Gas Natural,Gas Natural,10 a 20 años,Sur,No,G,G,GENTEURBANA,SI
161024798,huesca, Sabiñánigo, Sabiñánigo Centro - Aurín,Piso,61000 ,87 ,4 ,2 ,,SI,Privado,A reformar,Gas Natural,Gas Natural,50 a 70 años,Sureste,No,E,E,LA CALLE 47,SI
156622451,huesca, Sabiñánigo, Sardas - Puente de Sabiñánigo,Piso,70000 ,80 ,3 ,2 ,,SI,Privado,A reformar,Gas Natural,Gas Natural,50 a 70 años,Sureste,Sí,G,G,FINCAS RUIZ ZARAGOZA,SI
160583123,huesca,Almudévar,Almudévar,Finca rústica,124500 ,151 ,3 ,3 ,,SI,Privado,A reformar,Gas Natural,Gas Natural,5 a 10 años,Sureste,Sí,D,G,Portal Now,SI
161065824,huesca, Jaca, Poblaciones norte,Dúplex,121000 ,79 ,2 ,2 ,,SI,Privado,A reformar,Gas Natural,Gas Natural,10 a 20 años,Sureste,Sí,E,G,Portal Now,SI
158356319,huesca, Sabiñánigo, Sabiñánigo Centro - Aurín,Piso,39900 ,121 ,3 ,2 ,,,,,,,70 a 100 años,,,E,G,Portal Now,SI
158356318,huesca, Sabiñánigo, Sabiñánigo Centro - Aurín,Piso,39900 ,118 ,3 ,2 ,,,,,,,70 a 100 años,,,F,G,Portal Now,SI
158950313,huesca,Barbastro,Barbastro,Piso,70500 ,82 ,3 ,2 ,,,,,,,10 a 20 años,,,E,G,Portal Now,SI
161685025,huesca, Fraga, Fraga,Casa o chalet,32900 ,243 ,4 ,2 ,,,,,,,10 a 20 años,,,E,G,SOLVIA SERVICIOS INMOBILIARIOS S.L.,SI
161685018,huesca, Fraga, Fraga,Piso,45400 ,85 ,3 ,2 ,,,,,,,10 a 20 años,,,E,G,SOLVIA SERVICIOS INMOBILIARIOS S.L.,SI
161684864,huesca, Huesca Capital, Casco Antiguo,Piso,33300 ,41 ,2 ,2 ,,,,,,,10 a 20 años,,,E,G,SOLVIA SERVICIOS INMOBILIARIOS S.L.,SI
160706294,huesca, Tamarite de Litera, Tamarite de Litera,Casa o chalet,168000 ,180 ,3 ,2 ,,,Privado,,,,+ 100 años,,,G,G,CASAS Y CAMPOS,SI
160452551,huesca,Bailo,Bailo,Casa o chalet,6000000 ,955 ,3 ,2 ,,,Privado,,,,+ 100 años,,,G,G,LIVING BILBAO,SI
161383822,huesca, Huesca Capital, Santo Domingo y San Martín,Piso,169000 ,128 ,3 ,2 ,,SI,Privado,,,,30 a 50 años,Este,,G,G,FINCAS OSCA,SI
150343970,huesca,Boltaña,Boltaña,Finca rústica,225000 ,350 ,6 ,2 ,,SI,Privado,A reformar,,,30 a 50 años,Sur,,Exento,Exento,EUROPIRINEOS,SI
159627312,huesca,Castiello de Jaca,Castiello de Jaca,Casa o chalet,121470 ,81 ,6 ,2 ,,SI,Privado,A reformar,,,30 a 50 años,Sur,,G,G,OUTLETDEVIVIENDAS,SI
160066521,huesca, Barbastro, Barbastro,Piso,99000 ,75 ,2 ,2 ,,SI,Privado,Muy bien,,,30 a 50 años,Sur,No,G,G,FINCAS RUIZ ZARAGOZA,SI
161622165,huesca, Binéfar, Binéfar,Casa o chalet,120000 ,130 ,4 ,2 ,,SI,Privado,Bien,,,30 a 50 años,Sureste,No,G,G,ALTABAS GESTION INMOBILIARIA,SI
158314527,huesca, Huesca Capital,Los Olivos,Casa o chalet,165000 ,1502 ,4 ,2 ,,SI,Privado,Bien,,,30 a 50 años,Sureste,No,G,G,OUTLETDEVIVIENDAS,SI
160537311,huesca, Huesca Capital, Santo Domingo y San Martín,Piso,115000 ,88 ,2 ,2 ,,SI,Privado,Bien,,,50 a 70 años,Sureste,No,F,E,HOUSFY REAL ESTATE aicat 7922,SI
151596422,huesca,Sabiñánigo,Sabiñánigo Centro - Aurín,Piso,39000 ,94 ,3 ,2 ,,SI,Privado,Bien,,,50 a 70 años,Sureste,No,G,G,PIRINEOS CASA,SI
161487279,huesca, Panticosa, Panticosa,Piso,285000 ,98 ,3 ,2 ,,SI,Privado,Bien,,,10 a 20 años,Sureste,No,G,G,FINCAS ARTAL,SI
161398060,huesca, Huesca Capital, Santo Domingo y San Martín,Piso,40435 ,50 ,2 ,2 ,,SI,Privado,Bien,,,10 a 20 años,Sureste,No,G,G,FINCAS RUIZ ZARAGOZA,SI
161288801,huesca,Monzón,Monzón,Casa adosada,79500 ,190 ,4 ,2 ,,SI,Privado,Bien,,,10 a 20 años,Sureste,Sí,G,G,C3 INMOBILIARIA,SI
159880137,huesca,Monzón,Monzón,Piso,71000 ,99 ,4 ,2 ,,SI,Privado,Bien,,,10 a 20 años,Sureste,Sí,G,G,C3 INMOBILIARIA,SI
160901106,huesca,Alquézar,Alquézar,Piso,84000 ,52 ,4 ,2 ,,SI,Privado,Bien,,,10 a 20 años,Sureste,Sí,G,G,C3 INMOBILIARIA,SI
160997894,huesca,Monzón,Monzón,Piso,39000 ,85 ,3 ,2 ,,SI,Privado,Bien,,,10 a 20 años,Sureste,Sí,G,G,C3 INMOBILIARIA,SI
160518919,huesca,Monzón,Monzón,Piso,92000 ,82 ,2 ,2 ,,SI,Privado,Bien,,,10 a 20 años,Sureste,Sí,G,G,C3 INMOBILIARIA,SI
160301630,huesca,Casbas de Huesca,Casbas de Huesca,Finca rústica,160000 ,384 ,8 ,2 ,,SI,Privado,Bien,,,10 a 20 años,Sureste,Sí,G,G,C3 INMOBILIARIA,SI
160844917,huesca,Casbas de Huesca,Casbas de Huesca,Finca rústica,84000 ,173 ,3 ,3 ,,SI,Privado,Bien,,,10 a 20 años,Sureste,Sí,G,G,C3 INMOBILIARIA,SI
159880134,huesca,Monzón,Monzón,Finca rústica,33000 ,231 ,3 ,2 ,,SI,Privado,Bien,,,10 a 20 años,Sureste,Sí,G,G,C3 INMOBILIARIA,SI
160844945,huesca,Barbastro,Barbastro,Piso,158000 ,131 ,3 ,2 ,,SI,Privado,Bien,,,10 a 20 años,Sureste,Sí,G,G,C3 INMOBILIARIA,SI
160552863,huesca, Ansó, Ansó,Casa o chalet,239000 ,215 ,6 ,5 ,,SI,Privado,Casi nuevo,,,10 a 20 años,Sureste,Sí,G,G,RE/MAX MASTERS GROUP,SI
160844927,huesca,Casbas de Huesca,Casbas de Huesca,Finca rústica,84000 ,173 ,3 ,3 ,,SI,Privado,Casi nuevo,,,10 a 20 años,Sureste,Sí,G,G,C3 INMOBILIARIA,SI
160901112,huesca,Monzón,Monzón,Piso,110000 ,87 ,2 ,2 ,,SI,Privado,Casi nuevo,,,10 a 20 años,Sureste,Sí,G,G,C3 INMOBILIARIA,SI
157891233,huesca,Alcampell,Alcampell,Finca rústica,79000 ,372 ,8 ,3 ,,,,,,,,,Sí,G,G,C3 INMOBILIARIA,SI
161225941,huesca,Barbastro,HUERTAS,Piso,179000 ,111 ,2 ,3 ,,SI,Privado,,,,,,Sí,G,G,C3 INMOBILIARIA,SI
161288805,huesca,Fraga,Fraga,Casa o chalet,286000 ,450 ,3 ,3 ,,SI,Privado,,,,,,Sí,G,G,C3 INMOBILIARIA,SI
156816692,huesca,Monzón,Monzón,Casa adosada,110000 ,275 ,3 ,2 ,,SI,Privado,,,,,,Sí,G,G,C3 INMOBILIARIA,SI
158175341,huesca, Almudévar, Almudévar,Piso,142000 ,100 ,4 ,2 ,,SI,Privado,Bien,,,30 a 50 años,,Sí,G,G,FINCAS RUIZ ZARAGOZA,SI
157241182,huesca,Jaca,Urbanización casar de rapitán,Piso,198500 ,95 ,2 ,2 ,,SI,Privado,Casi nuevo,Gas Natural,,30 a 50 años,,Sí,G,G,INNOVA-LM,SI
161613610,huesca, Lascuarre, Lascuarre,Casa o chalet,99500 ,100 ,2 ,2 ,,SI,Privado,Bien,Gas Natural,,30 a 50 años,,Sí,G,G,INNOVA-LM,SI
148263583,huesca,Estadilla, España,Casa o chalet,119000 ,625 ,6 ,3 ,,SI,Privado,Bien,Gas Natural,,30 a 50 años,,Sí,G,G,SAFTI ESPAÑA,SI
